Le Barricou,$$,Williamsburg - North Side,"533 Grand StBrooklyn, NY 11211",4.0 star rating,798 reviews,/biz/le-barricou-brooklyn
Phil’s Crummy Corner,$$,Columbia Street Waterfront District,"323 Columbia StBrooklyn, NY 11231",4.5 star rating,24 reviews,/biz/phils-crummy-corner-brooklyn
Le P’tit Paris Bistro,$$,"Windsor Terrace, South Slope","256 Prospect Park WBrooklyn, NY 11215",4.0 star rating,232 reviews,/biz/le-ptit-paris-bistro-brooklyn?search_key=52610
Bedouin Tent Restaurant,$,"Downtown Brooklyn, Boerum Hill","405 Atlantic AveBrooklyn, NY 11217",4.0 star rating,413 reviews,/biz/bedouin-tent-restaurant-brooklyn?search_key=52610
Ali’s Restaurant,$$,Bushwick,"280 Knickerbocker AveBrooklyn, NY 11237",4.5 star rating,80 reviews,/biz/alis-restaurant-brooklyn-3?search_key=52610
Paulie Gee’s,$$,Greenpoint,"60 Greenpoint AveBrooklyn, NY 11222",4.5 star rating,795 reviews,/biz/paulie-gees-brooklyn?search_key=52610
The Grand Bar and Grill,$$,Williamsburg - North Side,"647 Grand StBrooklyn, NY 11211",4.5 star rating,59 reviews,/biz/the-grand-bar-and-grill-brooklyn?search_key=52610
The Wheelhouse,$$,Bushwick,"165 Wilson AveBrooklyn, NY 11237",4.0 star rating,89 reviews,/biz/the-wheelhouse-brooklyn-2?search_key=52610
Bar Corvo,$$,"Crown Heights, Prospect Heights","791 Washington AveBrooklyn, NY 11238",4.0 star rating,226 reviews,/biz/bar-corvo-brooklyn?search_key=52610
Napoleon’s Southern Cuisine & Bakery,$$,Bedford Stuyvesant,"1180 Bedford AveBrooklyn, NY 11216",4.0 star rating,80 reviews,/biz/napoleons-southern-cuisine-and-bakery-brooklyn?search_key=52610
Jack the Horse Tavern,$$$,Brooklyn Heights,"66 Hicks StBrooklyn, NY 11201",4.0 star rating,288 reviews,/biz/jack-the-horse-tavern-brooklyn?search_key=52610
Two 8 Two,$$,"Boerum Hill, Cobble Hill","282 Atlantic AveBrooklyn, NY 11201",4.0 star rating,441 reviews,/biz/two-8-two-brooklyn?search_key=52610
Sweet Chick,$$,Williamsburg - North Side,"164 Bedford AvenueBrooklyn, NY 11211",4.0 star rating,930 reviews,/biz/sweet-chick-brooklyn
Rabbithole Restaurant,$$,Williamsburg - South Side,"352 Bedford AveBrooklyn, NY 11211",4.0 star rating,480 reviews,/biz/rabbithole-restaurant-brooklyn
Cafe Luluc,$$,"Cobble Hill, Gowanus","214 Smith StBrooklyn, NY 11201",4.0 star rating,913 reviews,/biz/cafe-luluc-brooklyn
Mountain Province,$,East Williamsburg,"9 Meserole StBrooklyn, NY 11206",5.0 star rating,162 reviews,/biz/mountain-province-brooklyn
Talde,$$$,"Park Slope, South Slope","369 7th AveBrooklyn, NY 11215",4.0 star rating,777 reviews,/biz/talde-brooklyn
Fort Defiance,$$,Red Hook,"365 Van Brunt StBrooklyn, NY 11231",4.0 star rating,258 reviews,/biz/fort-defiance-brooklyn
Foster Sundry,,Bushwick,"215 Knickerbocker AveBrooklyn, NY 11237",5.0 star rating,14 reviews,/biz/foster-sundry-brooklyn
The Saint Catherine,$$,Prospect Heights,"660 Washington AveBrooklyn, NY 11238",4.0 star rating,59 reviews,/biz/the-saint-catherine-brooklyn
Cafe Steinhof,$$,"Park Slope, South Slope","422 7th AveBrooklyn, NY 11215",4.0 star rating,293 reviews,/biz/cafe-steinhof-brooklyn
Little Miss Saigon,$,Flatbush,"921 Cortelyou RdBrooklyn, NY 11218",4.0 star rating,33 reviews,/biz/little-miss-saigon-brooklyn-2
Eastwick,$$,East Williamsburg,"112 Graham AveBrooklyn, NY 11206",4.0 star rating,171 reviews,/biz/eastwick-brooklyn
Fette Sau,$$,Williamsburg - North Side,"354 Metropolitan AveBrooklyn, NY 11211",4.0 star rating,1890 reviews,/biz/fette-sau-brooklyn
Fonda,$$,"Park Slope, South Slope","434 7th AveBrooklyn, NY 11215",4.0 star rating,534 reviews,/biz/fonda-brooklyn
St. Anselm,$$$,Williamsburg - North Side,"355 Metropolitan AveBrooklyn, NY 11211",4.0 star rating,565 reviews,/biz/st-anselm-brooklyn
Delroys Cafe and Wine Bar,$$,Prospect Lefferts Gardens,"65A  Fenimore StBrooklyn, NY 11225",4.5 star rating,43 reviews,/biz/delroys-cafe-and-wine-bar-brooklyn
Am Thai Bistro,$$,Flatbush,"1003 Church AveBrooklyn, NY 11218",4.0 star rating,253 reviews,/biz/am-thai-bistro-brooklyn
Hill Cafe,$$,Clinton Hill,"17 Putnam AveBrooklyn, NY 11238",4.0 star rating,89 reviews,/biz/hill-cafe-brooklyn
De Hot Pot,$,Prospect Lefferts Gardens,"1127 Washington AveBrooklyn, NY 11225",4.0 star rating,77 reviews,/biz/de-hot-pot-brooklyn
Cafe Rue Dix,$$,Crown Heights,"1451 Bedford AveBrooklyn, NY 11216",4.0 star rating,168 reviews,/biz/cafe-rue-dix-brooklyn
Walter’s,$$,Fort Greene,"166 DeKalb AveBrooklyn, NY 11217",4.0 star rating,324 reviews,/biz/walters-brooklyn
Walter’s,$$,Fort Greene,"166 DeKalb AveBrooklyn, NY 11217",4.0 star rating,324 reviews,/biz/walters-brooklyn
Roll-N-Roaster,$,Sheepshead Bay,"2901 Emmons AveBrooklyn, NY 11235",4.0 star rating,608 reviews,/biz/roll-n-roaster-brooklyn
Tabaré,$$,Williamsburg - South Side,"221 S 1st StBrooklyn, NY 11211",4.0 star rating,435 reviews,/biz/tabar%C3%A9-brooklyn-2
Central Station,$$,Bushwick,"84 Central AveBrooklyn, NY 11206",4.5 star rating,51 reviews,/biz/central-station-brooklyn
Café Moto,$$,"Williamsburg - South Side, South Williamsburg","394 BroadwayBrooklyn, NY 11211",4.0 star rating,431 reviews,/biz/caf%C3%A9-moto-brooklyn
Tandoori Masala,$$,Bushwick,"1695 BroadwayBrooklyn, NY 11207",4.5 star rating,73 reviews,/biz/tandoori-masala-brooklyn
Ashoka Grill,$$,Flatbush,"1436 Flatbush AveBrooklyn, NY 11210",4.0 star rating,103 reviews,/biz/ashoka-grill-brooklyn-2
Sweet Science,$$,East Williamsburg,"135 Graham AveBrooklyn, NY 11206",4.0 star rating,231 reviews,/biz/sweet-science-brooklyn
Manny’s,$$,Bedford Stuyvesant,"212 Patchen AveBrooklyn, NY 11233",4.0 star rating,139 reviews,/biz/mannys-brooklyn
Pure Bistro,$$,Park Slope,"88 5th AveBrooklyn, NY 11217",4.0 star rating,132 reviews,/biz/pure-bistro-brooklyn
Noodle Pudding,$$,Brooklyn Heights,"38 Henry StBrooklyn, NY 11201",4.0 star rating,370 reviews,/biz/noodle-pudding-brooklyn
Sea Witch,$$,South Slope,"703 5th AveBrooklyn, NY 11215",4.0 star rating,201 reviews,/biz/sea-witch-brooklyn-2
The Anchored Inn,$$,East Williamsburg,"57 Waterbury StBrooklyn, NY 11206",4.0 star rating,111 reviews,/biz/the-anchored-inn-brooklyn
Cent’Anni,$$,Crown Heights,"742 Franklin AveBrooklyn, NY 11238",4.0 star rating,201 reviews,/biz/centanni-brooklyn
Tree House,$$,Bedford Stuyvesant,"417 Marcus Garvey BlvdBrooklyn, NY 11216",4.5 star rating,16 reviews,/biz/tree-house-brooklyn
Strictly Vegetarian Restaurant,$,Flatbush,"2268 Church AveBrooklyn, NY 11226",4.5 star rating,75 reviews,/biz/strictly-vegetarian-restaurant-brooklyn
Gentleman Farmer Fort Greene,$$$,Fort Greene,"378 Myrtle AveBrooklyn, NY 11205",4.5 star rating,30 reviews,/biz/gentleman-farmer-fort-greene-brooklyn-2
Los Papi’s,$,Vinegar Hill,"77 Bridge StBrooklyn, NY 11201",4.5 star rating,48 reviews,/biz/los-papis-brooklyn
Taqueria Tepango,$,"Bedford Stuyvesant, Clinton Hill","568 Myrtle AveBrooklyn, NY 11205",4.0 star rating,153 reviews,/biz/taqueria-tepango-brooklyn
Sushi Yashin,$$,Park Slope,"381 5th AveBrooklyn, NY 11215",4.5 star rating,27 reviews,/biz/sushi-yashin-brooklyn
Piccoli,$$,Windsor Terrace,"157 A Prospect Park SWBrooklyn, NY 11218",4.0 star rating,50 reviews,/biz/piccoli-brooklyn
Purbird,$$,Park Slope,"82 Sixth AveBrooklyn, NY 11217",4.5 star rating,291 reviews,/biz/purbird-brooklyn
Tom’s,$$,"Crown Heights, Prospect Heights","782 Washington AveBrooklyn, NY 11238",4.0 star rating,888 reviews,/biz/toms-brooklyn
Dillinger’s,$,Bushwick,"146 Evergreen AveBrooklyn, NY 11206",4.0 star rating,106 reviews,/biz/dillingers-brooklyn
Uglyduckling,$$,Cobble Hill,"166 Smith StBrooklyn, NY 11201",4.0 star rating,168 reviews,/biz/uglyduckling-brooklyn
Bunna Cafe,$$,"East Williamsburg, Bushwick","1084 Flushing AveBrooklyn, NY 11237",4.5 star rating,225 reviews,/biz/bunna-cafe-brooklyn
Bella Gioia,$$,"Park Slope, Gowanus","209 4th AveBrooklyn, NY 11217",4.0 star rating,74 reviews,/biz/bella-gioia-brooklyn-3
James,$$$,Prospect Heights,"605 Carlton AveBrooklyn, NY 11238",4.0 star rating,311 reviews,/biz/james-brooklyn-2
Five Leaves,$$,Greenpoint,"18 Bedford AveBrooklyn, NY 11222",4.0 star rating,1097 reviews,/biz/five-leaves-brooklyn-2
Pies-n-Thighs,$$,Williamsburg - South Side,"166 S 4th StBrooklyn, NY 11211",4.0 star rating,1911 reviews,/biz/pies-n-thighs-brooklyn
Cheryl’s Global Soul,$$,Prospect Heights,"236 Underhill AveBrooklyn, NY 11238",4.0 star rating,484 reviews,/biz/cheryls-global-soul-brooklyn
Palo Santo,$$,"Park Slope, Gowanus","652 Union StBrooklyn, NY 11215",4.0 star rating,321 reviews,/biz/palo-santo-brooklyn
Taqueria De Los Muertos,$,"Crown Heights, Prospect Heights","663 Washington AveBrooklyn, NY 11238",4.0 star rating,267 reviews,/biz/taqueria-de-los-muertos-brooklyn
Kelso Bistro Bar & Restaurant,$$,Crown Heights,"648 Franklin AveBrooklyn, NY 11238",4.5 star rating,131 reviews,/biz/kelso-bistro-bar-and-restaurant-brooklyn
BrisketTown,$$,Williamsburg - South Side,"359 Bedford AveBrooklyn, NY 11211",4.0 star rating,366 reviews,/biz/briskettown-brooklyn-3
Dotory,$$,"Williamsburg - South Side, South Williamsburg","353 BroadwayBrooklyn, NY 11211",4.5 star rating,75 reviews,/biz/dotory-brooklyn
The Pines,$$$,Gowanus,"284 3rd AveBrooklyn, NY 11215",4.0 star rating,165 reviews,/biz/the-pines-brooklyn
Mighty Quinn’s,$,Williamsburg - North Side,"27 N 6th StBrooklyn, NY 11211",4.5 star rating,48 reviews,/biz/mighty-quinns-brooklyn
Akaru,$$,Bushwick,"201 Wyckoff AveBrooklyn, NY 11237",4.0 star rating,105 reviews,/biz/akaru-brooklyn
Tacos Matamoros,$,Sunset Park,"4508 Fifth AveBrooklyn, NY 11220",4.0 star rating,413 reviews,/biz/tacos-matamoros-brooklyn
Outpost Café,$,Clinton Hill,"1014 Fulton StBrooklyn, NY 11238",4.0 star rating,282 reviews,/biz/outpost-caf%C3%A9-brooklyn-3
Chayhana Salom,$$,Sheepshead Bay,"1652 Sheepshead Bay RdBrooklyn, NY 11235",4.5 star rating,109 reviews,/biz/chayhana-salom-brooklyn
Forrest Point,$$,"East Williamsburg, Bushwick","970 Flushing AveBrooklyn, NY 11206",4.0 star rating,138 reviews,/biz/forrest-point-brooklyn
Dram Shop,$$,"Park Slope, South Slope","339 9th StBrooklyn, NY 11215",4.0 star rating,449 reviews,/biz/dram-shop-brooklyn
China Restaurant,$,East Flatbush,"937 Utica AveBrooklyn, NY 11203",4.5 star rating,33 reviews,/biz/china-restaurant-brooklyn
Jolie Cantina,$$,"Cobble Hill, Gowanus","241 Smith StBrooklyn, NY 11231",4.0 star rating,240 reviews,/biz/jolie-cantina-brooklyn
Yaso Tangbao,$$,Downtown Brooklyn,"148 Lawrence StBrooklyn, NY 11201",4.0 star rating,139 reviews,/biz/yaso-tangbao-brooklyn
Starliner Cafe and Market,$,Prospect Lefferts Gardens,"1206 Nostrand AveBrooklyn, NY 11225",4.5 star rating,32 reviews,/biz/starliner-cafe-and-market-brooklyn
Morgan’s Barbecue,$$,Prospect Heights,"267 Flatbush AveBrooklyn, NY 11217",3.5 star rating,393 reviews,/biz/morgans-barbecue-brooklyn
Bijan’s,$$,"Downtown Brooklyn, Boerum Hill","81 Hoyt StBrooklyn, NY 11201",4.0 star rating,240 reviews,/biz/bijans-brooklyn-2
Bijan’s,$$,"Downtown Brooklyn, Boerum Hill","81 Hoyt StBrooklyn, NY 11201",4.0 star rating,240 reviews,/biz/bijans-brooklyn-2
The Bounty,$$,Greenpoint,"131 Greenpoint AveBrooklyn, NY 11222",4.5 star rating,128 reviews,/biz/the-bounty-brooklyn
Church Bar,$$,"Kensington, Flatbush","416 Church AveBrooklyn, NY 11218",4.5 star rating,35 reviews,/biz/church-bar-brooklyn-9
Joya,$$,Cobble Hill,"215 Court StBrooklyn, NY 11201",4.0 star rating,971 reviews,/biz/joya-brooklyn
Cafe Lore,$$,Sunset Park,"4601 4th AveBrooklyn, NY 11220",4.5 star rating,59 reviews,/biz/cafe-lore-brooklyn
Parkette Brooklyn,$,Sunset Park,"4022 5th AveBrooklyn, NY 11232",4.5 star rating,25 reviews,/biz/parkette-brooklyn-brooklyn
Miles,$$,Bushwick,"101 Wilson AveBrooklyn, NY 11237",4.0 star rating,74 reviews,/biz/miles-brooklyn
Lincoln Station,$$,"Crown Heights, Prospect Heights","409 Lincoln PlBrooklyn, NY 11238",4.0 star rating,149 reviews,/biz/lincoln-station-brooklyn
The Bodega,$$,Bushwick,"24 St. Nicholas AveBrooklyn, NY 11237",4.0 star rating,124 reviews,/biz/the-bodega-brooklyn
Aurora,$$,Williamsburg - North Side,"70 Grand StBrooklyn, NY 11211",4.0 star rating,367 reviews,/biz/aurora-brooklyn
La Vara,$$$,Cobble Hill,"268 Clinton StBrooklyn, NY 11201",4.0 star rating,220 reviews,/biz/la-vara-brooklyn
Aurora,$$,Williamsburg - North Side,"70 Grand StBrooklyn, NY 11211",4.0 star rating,367 reviews,/biz/aurora-brooklyn
Catfish,$$,Crown Heights,"1433 Bedford AveBrooklyn, NY 11216",3.5 star rating,397 reviews,/biz/catfish-brooklyn-2
Petite Crevette,$$,"Carroll Gardens, Columbia Street Waterfront District","144 Union StBrooklyn, NY 11231",4.0 star rating,272 reviews,/biz/petite-crevette-brooklyn
Luke’s Lobster,$$,DUMBO,"11 Water StBrooklyn, NY 11201",4.0 star rating,117 reviews,/biz/lukes-lobster-brooklyn
Bourbon Springs,$$,Williamsburg - North Side,"425 Graham AveBrooklyn, NY 11211",4.5 star rating,40 reviews,/biz/bourbon-springs-brooklyn
Beco,$$,Williamsburg - North Side,"45 Richardson StBrooklyn, NY 11211",4.0 star rating,269 reviews,/biz/beco-brooklyn
Boomwich,$$,"Downtown Brooklyn, Boerum Hill","311 Atlantic AveBrooklyn, NY 11201",4.0 star rating,122 reviews,/biz/boomwich-brooklyn
Café Ghia,$$,Bushwick,"24 Irving AveBrooklyn, NY 11237",4.0 star rating,326 reviews,/biz/caf%C3%A9-ghia-brooklyn-2
Hanco’s,$,"Boerum Hill, Cobble Hill","134 Smith StBrooklyn, NY 11201",4.0 star rating,505 reviews,/biz/hancos-brooklyn
Henry’s End Restaurant,$$$,Brooklyn Heights,"44 Henry StBrooklyn, NY 11201",4.0 star rating,249 reviews,/biz/henrys-end-restaurant-brooklyn-2
Arepera Guacuco,$$,Bushwick,"44 Irving AveBrooklyn, NY 11237",4.0 star rating,352 reviews,/biz/arepera-guacuco-brooklyn-2
Hamilton’s,$$,"Windsor Terrace, Kensington, Flatbush","2826 Fort Hamilton PkwyBrooklyn, NY 11218",4.0 star rating,171 reviews,/biz/hamiltons-brooklyn-3
Dover,$$$,Carroll Gardens,"412 Ct StBrooklyn, NY 11231",4.0 star rating,115 reviews,/biz/dover-brooklyn
Junior’s Restaurant,$$,Downtown Brooklyn,"386 Flatbush Ave ExtensionBrooklyn, NY 11238",4.0 star rating,1110 reviews,/biz/juniors-restaurant-brooklyn
Dar 525,$$,Greenpoint,"168 driggs aveBrooklyn, NY 11222",4.5 star rating,25 reviews,/biz/dar-525-brooklyn-2
Colonie,$$$,Brooklyn Heights,"127 Atlantic AveBrooklyn, NY 11201",4.0 star rating,370 reviews,/biz/colonie-brooklyn
983-Bushwick’s Living Room,$$,"East Williamsburg, Bushwick","983 Flushing AveBrooklyn, NY 11206",4.0 star rating,237 reviews,/biz/983-bushwicks-living-room-brooklyn
Lobster Joint,$$,Greenpoint,"1073 Manhattan AveBrooklyn, NY 11222",4.0 star rating,443 reviews,/biz/lobster-joint-brooklyn
Your Way Cafe,$,Bushwick,"17 Wilson AveBrooklyn, NY 11237",4.5 star rating,29 reviews,/biz/your-way-cafe-brooklyn-2
The Levee,$,Williamsburg - North Side,"212 Berry StBrooklyn, NY 11211",4.0 star rating,343 reviews,/biz/the-levee-brooklyn
Grandma’s House,$$,Boerum Hill,"364 Atlantic AveBrooklyn, NY 11217",4.0 star rating,48 reviews,/biz/grandmas-house-boerum-hill
Tutt Cafe,$,Brooklyn Heights,"47 Hicks StBrooklyn, NY 11201",4.0 star rating,144 reviews,/biz/tutt-cafe-brooklyn
Bacchus Bistrot a Vins,$$,"Downtown Brooklyn, Boerum Hill","409 Atlantic AveBrooklyn, NY 11217",4.0 star rating,267 reviews,/biz/bacchus-bistrot-a-vins-brooklyn
Lighthouse,$$,Williamsburg - South Side,"145 Borinquen PlBrooklyn, NY 11211",4.0 star rating,149 reviews,/biz/lighthouse-brooklyn-2
Kao Soy,$$,Red Hook,"283 Van Brunt StBrooklyn, NY 11231",4.0 star rating,105 reviews,/biz/kao-soy-brooklyn
Bar Tano,$$,Gowanus,"457 3rd AveBrooklyn, NY 11215",4.0 star rating,170 reviews,/biz/bar-tano-brooklyn
Asea Fusion Modern Asian Bistro,$$,Borough Park,"4120 8th AveBrooklyn, NY 11232",4.0 star rating,156 reviews,/biz/asea-fusion-modern-asian-bistro-brooklyn
Meze,$$,"Bensonhurst, Dyker Heights","6601 13th AveBrooklyn, NY 11219",4.0 star rating,127 reviews,/biz/meze-brooklyn-2
Union Pizza Works,$$,Bushwick,"423 Troutman StBrooklyn, NY 11237",4.5 star rating,123 reviews,/biz/union-pizza-works-brooklyn
Lion’s Milk,$,Williamsburg - North Side,"104 Roebling St.Brooklyn, NY 11211",5.0 star rating,21 reviews,/biz/lions-milk-brooklyn-2
Anella,$$,Greenpoint,"222 Franklin StBrooklyn, NY 11222",4.0 star rating,278 reviews,/biz/anella-brooklyn
Dinosaur Bar-B-Que,$$,Gowanus,"604 Union StBrooklyn, NY 11215",3.5 star rating,946 reviews,/biz/dinosaur-bar-b-que-brooklyn
Grimaldi’s,$$,DUMBO,"1 Front StBrooklyn, NY 11201",3.5 star rating,3802 reviews,/biz/grimaldis-brooklyn-4
Take Root,$$$$,Carroll Gardens,"187 Sackett StBrooklyn, NY 11231",4.5 star rating,24 reviews,/biz/take-root-brooklyn-3
Brooklyn Commune,$$,Windsor Terrace,"601 Greenwood AveBrooklyn, NY 11218",4.0 star rating,178 reviews,/biz/brooklyn-commune-brooklyn
The Burger Bistro,$$,Bay Ridge,"7217 3rd AveBrooklyn, NY 11209",4.0 star rating,550 reviews,/biz/the-burger-bistro-brooklyn
Lima Peruvian Restaurant,$$,Mill Island,"6620 Ave UBrooklyn, NY 11234",4.0 star rating,80 reviews,/biz/lima-peruvian-restaurant-brooklyn
Pokito,$$,Williamsburg - South Side,"155 S 4th StBrooklyn, NY 11211",4.5 star rating,22 reviews,/biz/pokito-brooklyn-2
Anthony’s Place,$$,Sheepshead Bay,"2110 Ave XBrooklyn, NY 11235",4.0 star rating,74 reviews,/biz/anthonys-place-brooklyn
Perfect Potato,$,Park Slope,"172 5th AveBrooklyn, NY 11217",4.5 star rating,44 reviews,/biz/perfect-potato-brooklyn
Inca Chicken,$,Bushwick,"122 Wyckoff AveBrooklyn, NY 11237",4.5 star rating,50 reviews,/biz/inca-chicken-brooklyn
Totonno’s,$$,Coney Island,"1524 Neptune AveBrooklyn, NY 11224",4.0 star rating,475 reviews,/biz/totonnos-brooklyn
Ogliastro,$$,"Crown Heights, Prospect Heights","784 Washington AveBrooklyn, NY 11238",4.0 star rating,86 reviews,/biz/ogliastro-brooklyn
Sunshine Co.,$$,"Crown Heights, Prospect Heights","780 Washington AveBrooklyn, NY 11238",4.0 star rating,204 reviews,/biz/sunshine-co-brooklyn
Delaware and Hudson,$$,Williamsburg - North Side,"135 N 5th StBrooklyn, NY 11211",4.0 star rating,153 reviews,/biz/delaware-and-hudson-brooklyn
The Green Fig Bakery Café,$,Sunset Park,"462 36th StBrooklyn, NY 11232",4.0 star rating,150 reviews,/biz/the-green-fig-bakery-caf%C3%A9-brooklyn-2
Cariño,$$,Williamsburg - South Side,"82 S 4th StBrooklyn, NY 11211",4.0 star rating,240 reviews,/biz/cari%C3%B1o-brooklyn-3
The Empanada Lady,$,"Park Slope, South Slope","13th St & 5th AveBrooklyn, NY 11215",4.5 star rating,17 reviews,/biz/the-empanada-lady-brooklyn-2
Brennan & Carr,$,"Midwood, Sheepshead Bay","3432 Nostrand AveBrooklyn, NY 11229",4.0 star rating,450 reviews,/biz/brennan-and-carr-brooklyn-2
Wong Good Hand Pull Noodle,$,"Dyker Heights, Borough Park","5924 8th AveBrooklyn, NY 11220",4.0 star rating,75 reviews,/biz/wong-good-hand-pull-noodle-brooklyn
Ashbox,$,Greenpoint,"1154 Manhattan AveBrooklyn, NY 11222",4.5 star rating,88 reviews,/biz/ashbox-brooklyn
Hunters,$$,"Cobble Hill, Gowanus","213 Smith StBrooklyn, NY 11201",3.5 star rating,238 reviews,/biz/hunters-brooklyn
Brookvin,$$,"Park Slope, South Slope","381 7th AveBrooklyn, NY 11215",4.0 star rating,224 reviews,/biz/brookvin-brooklyn
Juno,$$,Bushwick,"1264 Myrtle AveBrooklyn, NY 11221",4.5 star rating,23 reviews,/biz/juno-brooklyn
Rocco’s Calamari,$$,Dyker Heights,"6408 Fort Hamilton PkwyBrooklyn, NY 11219",4.0 star rating,153 reviews,/biz/roccos-calamari-brooklyn
Tacos El Dorado,$,Flatbush,"E 17th St & Church AveBrooklyn, NY 11226",4.5 star rating,24 reviews,/biz/tacos-el-dorado-brooklyn
Burrow,$,DUMBO,"68 Jay StBrooklyn, NY 11201",4.5 star rating,26 reviews,/biz/burrow-brooklyn
Qathra,$$,Flatbush,"1112 Cortelyou RdBrooklyn, NY 11218",4.0 star rating,194 reviews,/biz/qathra-brooklyn
Atrium DUMBO,$$,DUMBO,"15 Main StBrooklyn, NY 11201",4.0 star rating,279 reviews,/biz/atrium-dumbo-brooklyn
reunion,$$,Williamsburg - North Side,"544 Union AveBrooklyn, NY 11211",4.0 star rating,94 reviews,/biz/reunion-brooklyn-2
Prime Meats,$$,Carroll Gardens,"465 Court StBrooklyn, NY 11231",3.5 star rating,482 reviews,/biz/prime-meats-brooklyn
Heavy Woods,$$,Bushwick,"50 Wyckoff AveBrooklyn, NY 11237",4.0 star rating,143 reviews,/biz/heavy-woods-brooklyn
Gino’s Trattoria,$$,Prospect Lefferts Gardens,"548 Flatbush AveBrooklyn, NY 11225",4.0 star rating,119 reviews,/biz/ginos-trattoria-brooklyn-2
Olivier Bistro,$$,"Park Slope, Gowanus, South Slope","469 4th AveBrooklyn, NY 11215",4.0 star rating,177 reviews,/biz/olivier-bistro-brooklyn
Vinegar Hill House,$$$,Vinegar Hill,"72 Hudson AveBrooklyn, NY 11201",3.5 star rating,474 reviews,/biz/vinegar-hill-house-brooklyn
Pizza Moto,$$,Phone number,"338 Hamilton AveBrooklyn, NY 11231",4.5 star rating,103 reviews,/biz/pizza-moto-brooklyn-2
Iris Cafe,$$,Brooklyn Heights,"20 Columbia PlaceBrooklyn, NY 11201",4.0 star rating,285 reviews,/biz/iris-cafe-brooklyn-7
Cachaco,$,Greenpoint,"994 Manhattan AveBrooklyn, NY 11222",4.5 star rating,39 reviews,/biz/cachaco-brooklyn
Roots Café,$,South Slope,"639A 5th AveBrooklyn, NY 11215",4.5 star rating,189 reviews,/biz/roots-caf%C3%A9-brooklyn-2
Court Street Grocers Hero Shop,$,Red Hook,"116 Sullivan StBrooklyn, NY 11231",4.5 star rating,24 reviews,/biz/court-street-grocers-hero-shop-brooklyn
Song,$$,Park Slope,"295 5th AveBrooklyn, NY 11215",3.5 star rating,872 reviews,/biz/song-brooklyn
Willow,$$,"Bedford Stuyvesant, Clinton Hill","506 Franklin AveBrooklyn, NY 11238",4.0 star rating,48 reviews,/biz/willow-brooklyn
Ortobello Restaurant,$$,Bensonhurst,"6401 Bay PkwyBrooklyn, NY 11204",4.0 star rating,109 reviews,/biz/ortobello-restaurant-brooklyn
Brooklyn Stoops,$,Bedford Stuyvesant,"748 Myrtle AveBrooklyn, NY 11205",4.0 star rating,140 reviews,/biz/brooklyn-stoops-brooklyn-2
PT Restaurant,$$,Williamsburg - South Side,"331 Bedford AveBrooklyn, NY 11211",4.0 star rating,261 reviews,/biz/pt-restaurant-brooklyn
Look By Plant Love House,$$,Prospect Heights,"622 Washington AveBrooklyn, NY 11238",4.5 star rating,33 reviews,/biz/look-by-plant-love-house-brooklyn-2
Miti Miti Global Cuisine,$$,Park Slope,"138 5th AveBrooklyn, NY 11217",4.0 star rating,184 reviews,/biz/miti-miti-global-cuisine-brooklyn
Don Nico’s,$,Downtown Brooklyn,"9-43 Dekalb AveBrooklyn, NY 11201",4.5 star rating,56 reviews,/biz/don-nicos-brooklyn
Natural Blend,$,"Crown Heights, Prospect Heights","769A Washington AveBrooklyn, NY 11238",4.5 star rating,108 reviews,/biz/natural-blend-brooklyn
Natural Blend,$,"Crown Heights, Prospect Heights","769A Washington AveBrooklyn, NY 11238",4.5 star rating,108 reviews,/biz/natural-blend-brooklyn
Dardy Bar,$,Williamsburg - South Side,"245 S 1st StBrooklyn, NY 11211",4.5 star rating,27 reviews,/biz/dardy-bar-brooklyn-2
AlMar,$$,DUMBO,"111 Front StBrooklyn, NY 11201",4.0 star rating,209 reviews,/biz/almar-brooklyn-2
Table 87 Coal Oven Pizza,$$,"Brooklyn Heights, Cobble Hill","87 Atlantic AveBrooklyn, NY 11201",4.0 star rating,125 reviews,/biz/table-87-coal-oven-pizza-brooklyn-3
Fatty Daddy Taco,$,"Park Slope, South Slope","310 9th StBrooklyn, NY 11215",4.0 star rating,201 reviews,/biz/fatty-daddy-taco-brooklyn
Wangs,$$,"Park Slope, Gowanus","671 Union StBrooklyn, NY 11215",4.0 star rating,121 reviews,/biz/wangs-brooklyn
Black Swan,$$,Bedford Stuyvesant,"1048 Bedford AveBrooklyn, NY 11205",3.5 star rating,526 reviews,/biz/black-swan-brooklyn
Numero 28 Pizzaria & Cucina,$$,Cobble Hill,"68 Bergen StBrooklyn, NY 11201",4.5 star rating,45 reviews,/biz/numero-28-pizzaria-and-cucina-brooklyn
Peaches,$$,Bedford Stuyvesant,"393 Lewis AveBrooklyn, NY 11233",3.5 star rating,572 reviews,/biz/peaches-brooklyn
Mallenche Mexican Grill,$,Flatbush,"1621 Church AveBrooklyn, NY 11226",4.0 star rating,50 reviews,/biz/mallenche-mexican-grill-brooklyn-2
Shake Shack,$$,DUMBO,"1 Old Fulton StBrooklyn, NY 11201",4.0 star rating,167 reviews,/biz/shake-shack-brooklyn-12
Iron Chef House,$$,Brooklyn Heights,"92 Clark StBrooklyn, NY 11201",4.0 star rating,277 reviews,/biz/iron-chef-house-brooklyn
Bar Bruno,$$,Carroll Gardens,"520 Henry StBrooklyn, NY 11231",4.0 star rating,150 reviews,/biz/bar-bruno-brooklyn-2
